,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,firstIntentionConsistFinalGoal
3,3,maxModel38,3,5,11,5,7,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 12), [6, 12], [5, 12], [5, 11], [6, 11], [6, 10], [5, 10], [4, 10], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5]]","[(-1, 0), (-1, 0), (0, -1), (1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[4],"[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",1,8,7,0,1
4,4,maxModel38,7,3,7,11,13,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(13, 7), [13, 8], [12, 8], [11, 8], [10, 8], [10, 9], [9, 9], [9, 10], [8, 10], [7, 10], [7, 11]]","[(0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]",[],"[2, 0, 0, 0, 2, 0, 2, 0, 0, 2]",0,8,6,270,1
5,5,maxModel38,13,5,13,9,5,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(5, 7), [5, 6], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [10, 6], [11, 6], [11, 5], [12, 5], [13, 5]]","[(0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, -1), (1, 0), (1, 0)]","[10, 8]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,90,1
6,6,maxModel38,7,4,7,10,1,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 7), [1, 6], [1, 5], [0, 5], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4]]","[(0, -1), (0, -1), (-1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[3],"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,6,6,90,1
7,7,maxModel38,4,4,4,10,11,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(11, 7), [10, 7], [9, 7], [9, 6], [8, 6], [7, 6], [7, 5], [6, 5], [6, 4], [5, 4], [4, 4]]","[(-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0)]","[5, 8]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",2,6,7,270,1
8,8,maxModel38,3,3,3,11,11,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(11, 7), [11, 6], [10, 6], [9, 6], [9, 5], [8, 5], [7, 5], [6, 5], [5, 5], [5, 4], [4, 4], [3, 4], [3, 3]]","[(0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1)]",[],"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",0,8,8,270,1
9,9,maxModel38,4,9,10,9,7,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 3), [8, 3], [9, 3], [9, 4], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9]]","[(-1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[1, 2, 0, 2, 0, 0, 0, 0, 0]",special,6,6,180,0
0,0,maxModel14,9,3,9,11,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 7), [2, 6], [1, 6], [2, 6], [2, 5], [3, 5], [4, 5], [4, 4], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3]]","[(0, -1), (-1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1,8,7,90,1
1,1,maxModel14,4,5,4,9,12,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(12, 7), [12, 6], [12, 5], [11, 5], [10, 5], [9, 5], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,4,8,270,1
2,2,maxModel14,3,5,3,9,10,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(10, 7), [10, 6], [10, 5], [9, 5], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[1, 2]","[2, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,7,270,1
3,3,maxModel14,3,8,11,8,7,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 2), [8, 2], [9, 2], [9, 3], [10, 3], [9, 3], [10, 3], [10, 4], [10, 3], [11, 3], [11, 4], [11, 5], [11, 6], [11, 7], [11, 8]]","[(1, 0), (1, 0), (0, 1), (1, 0), (-1, 0), (1, 0), (0, 1), (0, -1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[5, 8]","[2, 2, 0, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0]",2,8,6,180,1
4,4,maxModel14,10,4,10,10,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 7), [2, 8], [2, 7], [2, 8], [3, 8], [3, 9], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10]]","[(0, 1), (0, -1), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",1,6,8,90,1
5,5,maxModel14,10,4,10,10,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [3, 8], [4, 8], [5, 8], [6, 8], [6, 9], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10]]","[(0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[2, 0, 0, 0, 2, 2, 0, 0, 0, 0]",0,6,7,90,1
6,6,maxModel14,4,5,4,9,10,7,"[0, 0, 0, 0, 0, 0, 0, 0]","[(10, 7), [10, 6], [9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [4, 6], [4, 5]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[],"[1, 0, 0, 0, 0, 0, 0, 1]",0,4,6,270,1
7,7,maxModel14,6,4,6,10,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 7), [0, 8], [0, 9], [1, 9], [2, 9], [3, 9], [3, 10], [4, 10], [5, 10], [6, 10]]","[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0)]",[3],"[2, 2, 2, 0, 0, 2, 0, 0, 0]",1,6,6,90,1
8,8,maxModel14,0,3,0,11,8,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(8, 7), [8, 6], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4], [4, 4], [4, 3], [3, 3], [2, 3], [2, 4], [2, 3], [1, 3], [0, 3]]","[(0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, 1), (0, -1), (-1, 0), (-1, 0)]","[1, 11]","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",2,8,8,270,1
9,9,maxModel14,6,5,6,9,13,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(13, 7), [12, 7], [12, 6], [11, 6], [10, 6], [10, 5], [9, 5], [8, 5], [7, 5], [6, 5]]","[(-1, 0), (0, 1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[2],"[0, 2, 0, 0, 1, 0, 0, 0, 0]",special,4,7,270,0
0,0,maxModel28,5,14,9,14,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [7, 8], [6, 8], [5, 8], [5, 9], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12], [5, 13], [5, 14]]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[5],"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,4,7,180,1
1,1,maxModel28,4,2,10,2,7,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 8), [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3], [4, 2]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 1, 1, 1, 0, 0, 0, 0, 0]",0,6,6,0,1
2,2,maxModel28,12,5,12,9,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [5, 7], [6, 7], [6, 8], [7, 8], [7, 9], [7, 8], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]","[(-1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, -1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[6, 1]","[2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0]",2,4,6,90,1
3,3,maxModel28,1,4,1,10,9,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(9, 7), [10, 7], [10, 8], [9, 8], [8, 8], [7, 8], [7, 9], [6, 9], [5, 9], [4, 9], [4, 10], [3, 10], [2, 10], [1, 10]]","[(1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0)]","[1, 8]","[1, 2, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",2,6,8,270,0
4,4,maxModel28,3,8,11,8,7,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 0), [6, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [4, 5], [3, 5], [3, 6], [3, 7], [3, 8]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",0,8,8,180,1
5,5,maxModel28,3,4,11,4,7,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 11), [6, 11], [6, 10], [6, 11], [5, 11], [4, 11], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4]]","[(-1, 0), (0, -1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[3],"[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,8,7,0,1
6,6,maxModel28,9,3,9,11,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [3, 8], [3, 9], [4, 9], [5, 9], [5, 10], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[3],"[2, 2, 2, 0, 2, 2, 0, 0, 0, 0]",1,8,6,90,1
7,7,maxModel28,4,9,10,9,7,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 2), [6, 2], [6, 3], [6, 4], [6, 5], [5, 5], [5, 6], [5, 7], [4, 7], [4, 8], [4, 9]]","[(-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1)]","[1, 5]","[2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,6,7,180,0
8,8,maxModel28,5,5,5,9,13,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [9, 6], [9, 5], [8, 5], [7, 5], [6, 5], [5, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",0,4,8,270,1
9,9,maxModel28,10,4,10,10,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [3, 8], [3, 9], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10]]","[(0, -1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[1],"[1, 2, 2, 0, 0, 0, 0, 0, 0, 0]",special,6,7,90,0
0,0,maxModel29,4,5,10,5,7,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 13), [6, 13], [5, 13], [5, 12], [5, 11], [5, 10], [5, 9], [5, 10], [5, 9], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[7],"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,6,8,0,1
1,1,maxModel29,5,4,9,4,7,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 12), [6, 12], [6, 11], [6, 10], [6, 9], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[1],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,4,8,0,1
2,2,maxModel29,3,5,11,5,7,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 12), [7, 13], [7, 12], [8, 12], [9, 12], [9, 11], [9, 10], [9, 9], [9, 8], [10, 8], [11, 8], [11, 7], [11, 6], [11, 5]]","[(0, 1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1)]",[1],"[0, 0, 2, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0]",1,8,7,0,1
3,3,maxModel29,8,5,8,9,14,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(14, 7), [14, 8], [13, 8], [12, 8], [11, 8], [11, 9], [11, 8], [10, 8], [10, 9], [9, 9], [8, 9]]","[(0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (-1, 0), (0, 1), (-1, 0), (-1, 0)]",[6],"[2, 0, 0, 0, 2, 0, 0, 2, 0, 0]",1,4,6,270,1
4,4,maxModel29,6,3,6,11,12,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(12, 7), [12, 6], [12, 5], [12, 4], [11, 4], [11, 3], [10, 3], [9, 3], [8, 3], [7, 3], [6, 3]]","[(0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",0,8,6,270,1
5,5,maxModel29,5,1,9,1,7,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 8), [7, 9], [6, 9], [5, 9], [5, 8], [5, 7], [5, 6], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1]]","[(0, 1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[7, 1]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,7,0,1
6,6,maxModel29,4,4,10,4,7,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 11), [7, 10], [8, 10], [8, 9], [8, 8], [8, 7], [8, 6], [8, 5], [8, 4], [9, 4], [10, 4]]","[(0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[7],"[0, 2, 0, 0, 0, 0, 2, 0, 2, 2]",1,6,7,0,1
7,7,maxModel29,6,4,6,10,12,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(12, 7), [12, 6], [11, 6], [12, 6], [11, 6], [12, 6], [11, 6], [11, 5], [11, 4], [10, 4], [9, 4], [8, 4], [7, 4], [6, 4]]","[(0, -1), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[5, 3]","[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",2,6,6,270,1
8,8,maxModel29,3,11,11,11,7,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 3), [6, 3], [5, 3], [4, 3], [3, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,8,180,1
9,9,maxModel29,3,11,11,11,7,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 4), [7, 5], [8, 5], [8, 6], [9, 6], [10, 6], [11, 6], [11, 7], [11, 8], [11, 9], [11, 10], [11, 11]]","[(0, 1), (-1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[2],"[0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0]",special,8,7,180,0
0,0,maxModel15,6,3,6,11,14,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(14, 7), [13, 7], [12, 7], [12, 8], [11, 8], [10, 8], [10, 9], [9, 9], [9, 10], [8, 10], [8, 11], [7, 11], [6, 11]]","[(-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 2, 0, 0, 2, 0, 2, 0, 2, 0, 0]",0,8,8,270,1
1,1,maxModel15,3,8,11,8,7,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 2), [7, 1], [8, 1], [9, 1], [10, 1], [10, 2], [11, 2], [11, 3], [11, 4], [11, 5], [11, 6], [11, 7], [11, 8]]","[(0, -1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0]",1,8,6,180,1
2,2,maxModel15,4,7,10,7,7,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 0), [7, 1], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [10, 6], [10, 7]]","[(0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]","[5, 7]","[0, 1, 0, 0, 1, 0, 1, 2, 2, 2, 0, 0]",2,6,7,180,0
3,3,maxModel15,5,10,9,10,7,4,"[0, 0, 0, 0, 0, 0, 0, 0]","[(7, 4), [8, 4], [8, 5], [8, 6], [8, 7], [8, 8], [9, 8], [9, 9], [9, 10]]","[(1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1)]",[],"[2, 0, 0, 0, 0, 2, 0, 0]",0,4,6,180,1
4,4,maxModel15,0,5,0,9,8,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(8, 7), [8, 8], [7, 8], [6, 8], [5, 8], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [0, 7], [0, 8], [0, 9]]","[(0, 1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[5, 9]","[2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2]",2,4,8,270,1
5,5,maxModel15,1,4,1,10,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [7, 8], [7, 9], [7, 10], [6, 10], [5, 10], [4, 10], [3, 10], [3, 11], [3, 10], [2, 10], [1, 10]]","[(0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (-1, 0), (-1, 0)]",[8],"[2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",1,6,6,270,1
6,6,maxModel15,5,7,9,7,7,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 14), [8, 14], [8, 14], [9, 14], [9, 13], [9, 12], [9, 11], [9, 10], [9, 9], [9, 8], [9, 7]]","[(1, 0), (0, 1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[2],"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",1,4,7,0,1
7,7,maxModel15,1,4,1,10,9,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(9, 7), [8, 7], [8, 8], [8, 9], [7, 9], [7, 10], [6, 10], [5, 10], [4, 10], [3, 10], [2, 10], [1, 10]]","[(-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0]",0,6,8,270,1
8,8,maxModel15,3,8,11,8,7,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 1), [7, 2], [6, 2], [6, 3], [6, 4], [7, 4], [6, 4], [5, 4], [5, 5], [4, 5], [3, 5], [3, 6], [3, 7], [3, 8]]","[(0, 1), (-1, 0), (0, 1), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[2, 5]","[0, 2, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",2,8,7,180,0
9,9,maxModel15,4,10,10,10,7,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 2), [6, 2], [5, 2], [5, 3], [5, 4], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10]]","[(1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",special,6,8,180,0
0,0,maxModel17,4,8,10,8,7,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 1), [8, 1], [7, 1], [6, 1], [6, 2], [5, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8]]","[(1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[2],"[2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,6,7,180,0
1,1,maxModel17,3,5,11,5,7,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 11), [8, 11], [8, 10], [8, 9], [8, 8], [9, 8], [9, 7], [9, 6], [10, 6], [10, 5], [11, 5]]","[(1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[2, 0, 0, 0, 2, 0, 0, 2, 0, 2]",0,8,6,0,1
2,2,maxModel17,5,5,9,5,7,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 12), [6, 12], [5, 12], [5, 11], [5, 10], [6, 10], [5, 10], [5, 9], [6, 9], [6, 8], [6, 7], [5, 7], [5, 6], [5, 5]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (1, 0), (-1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1)]","[8, 5]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",2,4,7,0,1
3,3,maxModel17,10,5,10,9,4,7,"[0, 0, 0, 0, 0, 0, 0, 0]","[(4, 7), [5, 7], [5, 6], [6, 6], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5]]","[(1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[0, 2, 0, 1, 0, 0, 0, 0]",1,4,6,90,0
4,4,maxModel17,5,12,9,12,7,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 4), [8, 4], [9, 4], [9, 3], [9, 4], [9, 5], [9, 6], [9, 7], [9, 8], [9, 9], [8, 9], [9, 9], [9, 10], [9, 11], [9, 12]]","[(1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]","[10, 3]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",2,4,8,180,1
5,5,maxModel17,0,4,0,10,8,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(8, 7), [7, 7], [7, 6], [7, 5], [6, 5], [5, 5], [5, 4], [4, 4], [3, 4], [2, 4], [1, 4], [0, 4]]","[(-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0,6,8,270,1
6,6,maxModel17,3,14,11,14,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [7, 8], [8, 8], [9, 8], [10, 8], [10, 9], [10, 10], [10, 11], [11, 11], [11, 12], [11, 13], [11, 14]]","[(0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1)]",[],"[0, 2, 2, 2, 0, 0, 0, 2, 0, 0, 0]",0,8,7,180,1
