,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,firstIntentionConsistFinalGoal
2,2,model25,3,4,3,10,10,7,"[1306, 1308, 1310, 1311, 1313, 1314, 1316, 1318, 1319, 1321, 1322, 1324]","[(10, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [6, 6], [5, 6], [4, 6], [4, 5], [3, 5], [3, 4]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[1, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,6,7,270,10
3,3,model25,2,3,2,11,8,7,"[1314, 1320, 1326, 1331, 1337, 1344, 1350, 1356, 1360, 1363]","[(8, 7), [7, 7], [6, 7], [6, 6], [5, 6], [4, 6], [4, 5], [4, 4], [3, 4], [2, 4], [2, 3]]","[(-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1)]","[7, 3]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",2,8,6,270,6
4,4,model25,5,3,9,3,7,10,"[1312, 1315, 1319, 1323, 1326, 1330, 1335, 1338, 1343]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3], [5, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,0,8
5,5,model25,9,4,9,10,1,7,"[1312, 1314, 1315, 1317, 1319, 1320, 1322, 1324, 1326, 1328, 1329]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [8, 5], [9, 5], [9, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1]",1,6,8,90,8
6,6,model25,13,3,13,11,5,7,"[1309, 1311, 1312, 1314, 1316, 1317, 1319, 1320, 1322, 1323, 1325, 1327, 1329, 1331]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [10, 7], [11, 7], [12, 7], [12, 8], [12, 9], [12, 10], [13, 10], [13, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",1,8,8,90,10
7,7,model25,5,0,9,0,7,6,"[1308, 1310, 1312, 1313, 1315, 1316, 1318, 1320, 1322, 1324]","[(7, 6), [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [6, 1], [6, 0], [6, 1], [6, 0], [5, 0]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (-1, 0)]","[1, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,4,6,0,8
8,8,model25,14,5,14,9,6,7,"[1306, 1307, 1309, 1311, 1313, 1314, 1316, 1319, 1321, 1323]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 8], [14, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,8,90,9
9,9,model25,3,3,11,3,7,10,"[1314, 1319, 1325, 1330, 1336, 1342, 1346, 1348, 1351, 1354, 1356]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4], [4, 4], [4, 3], [3, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",special,8,7,0,7
0,0,model33,6,5,6,9,13,7,"[1309, 1312, 1314, 1316, 1317, 1319, 1320, 1322, 1324]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 8], [6, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,270,8
1,1,model33,5,6,9,6,7,12,"[1307, 1310, 1312, 1315, 1317, 1320, 1322, 1325]","[(7, 12), [6, 12], [6, 11], [5, 11], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[1, 3]","[0, 0, 0, 0, 0, 0, 0, 0]",2,4,6,0,1
2,2,model33,6,4,6,10,13,7,"[1307, 1309, 1310, 1312, 1313, 1315, 1317, 1319, 1320, 1322, 1324, 1326]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [7, 9], [6, 9], [6, 8], [6, 9], [6, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, -1), (0, 1), (0, 1)]",[10],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2]",1,6,7,270,7
3,3,model33,4,5,10,5,7,11,"[1306, 1308, 1310, 1311, 1313, 1314, 1316, 1318, 1320, 1322, 1324]","[(7, 11), [7, 10], [7, 9], [8, 9], [8, 8], [8, 7], [8, 6], [9, 6], [9, 5], [9, 6], [9, 5], [10, 5]]","[(0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, 1), (0, -1), (1, 0)]","[9, 3]","[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",2,6,6,0,7
4,4,model33,3,7,11,7,7,0,"[1316, 1321, 1326, 1332, 1336, 1345, 1350, 1352, 1354, 1357, 1359]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [11, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,7,180,7
5,5,model33,3,2,11,2,7,10,"[1310, 1312, 1314, 1317, 1320, 1322, 1324, 1326, 1327, 1329, 1331, 1332]","[(7, 10), [7, 9], [7, 8], [7, 7], [6, 7], [6, 6], [6, 5], [6, 4], [5, 4], [5, 3], [4, 3], [4, 2], [3, 2]]","[(0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1,8,8,0,8
6,6,model33,6,3,6,11,12,7,"[1313, 1320, 1326, 1333, 1338, 1343, 1350, 1354, 1359, 1362, 1366, 1369, 1372, 1375]","[(12, 7), [11, 7], [10, 7], [11, 7], [10, 7], [9, 7], [8, 7], [9, 7], [8, 7], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11]]","[(-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]","[7, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",2,8,6,270,10
7,7,model33,5,2,9,2,7,10,"[1309, 1312, 1313, 1315, 1316, 1318, 1319, 1321, 1323, 1325]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3], [6, 2], [5, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,8,0,10
8,8,model33,4,14,10,14,7,6,"[1315, 1321, 1326, 1330, 1334, 1338, 1342, 1346, 1351, 1355, 1358]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [6, 13], [5, 13], [5, 14], [4, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,8,180,8
9,9,model33,8,3,8,11,14,7,"[1311, 1313, 1314, 1316, 1318, 1322, 1325, 1327, 1329, 1331]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11], [8, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[6],"[0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",special,8,6,270,6
0,0,model27,4,8,10,8,7,0,"[1474, 1476, 1477, 1479, 1480, 1482, 1483, 1485, 1486, 1489, 1490]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [6, 7], [5, 7], [5, 8], [4, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,8,180,8
1,1,model27,7,3,7,11,14,7,"[1315, 1317, 1319, 1320, 1322, 1324, 1325, 1327, 1328, 1330, 1332, 1333, 1335]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [7, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",1,8,7,270,9
2,2,model27,14,4,14,10,7,7,"[1306, 1309, 1310, 1312, 1314, 1316, 1318, 1320, 1322, 1324, 1326, 1327]","[(7, 7), [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [12, 8], [13, 8], [13, 9], [13, 8], [13, 9], [14, 9], [14, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, -1), (0, 1), (1, 0), (0, 1)]","[9, 5]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",2,6,7,90,8
3,3,model27,13,3,13,11,5,7,"[1316, 1319, 1323, 1326, 1329, 1333, 1336, 1339, 1341, 1344, 1347, 1349]","[(5, 7), [6, 7], [7, 7], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [11, 9], [12, 9], [12, 10], [13, 10], [13, 11]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",1,8,8,90,8
4,4,model27,8,3,8,11,2,7,"[1317, 1322, 1328, 1335, 1340, 1347, 1352, 1356, 1360, 1363]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[6],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1,8,6,90,6
5,5,model27,5,12,9,12,7,4,"[1309, 1311, 1312, 1314, 1315, 1317, 1318, 1320, 1322, 1323]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [6, 11], [6, 12], [5, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,8,180,10
6,6,model27,5,5,9,5,7,11,"[1306, 1307, 1309, 1311, 1313, 1314, 1316, 1317, 1319, 1321]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [7, 5], [6, 5], [5, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (-1, 0), (-1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",1,4,6,0,7
7,7,model27,4,11,10,11,7,5,"[1312, 1315, 1318, 1321, 1325, 1328, 1332, 1336, 1339, 1342, 1346]","[(7, 5), [8, 5], [8, 6], [8, 7], [8, 8], [8, 9], [8, 10], [8, 9], [8, 10], [9, 10], [9, 11], [10, 11]]","[(1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (1, 0), (0, 1), (1, 0)]","[7, 1]","[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",2,6,6,180,7
8,8,model27,5,0,9,0,7,7,"[1314, 1319, 1323, 1328, 1332, 1338, 1343, 1348, 1349]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [6, 0], [5, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,0,8
9,9,model27,3,5,11,5,7,11,"[1309, 1311, 1313, 1315, 1317, 1319, 1321, 1322, 1324, 1326]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6], [11, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",special,8,6,0,6
0,0,model26,2,3,2,11,8,7,"[1314, 1320, 1325, 1332, 1337, 1343, 1348, 1351, 1356, 1359, 1362, 1365]","[(8, 7), [8, 6], [7, 6], [6, 6], [5, 6], [4, 6], [4, 5], [5, 5], [4, 5], [3, 5], [3, 4], [2, 4], [2, 3]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[7, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",2,8,6,270,6
1,1,model26,3,1,11,1,7,9,"[1312, 1314, 1316, 1318, 1320, 1322, 1324, 1326, 1328, 1330, 1333, 1335]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [5, 2], [4, 2], [4, 1], [3, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,8,0,8
2,2,model26,7,3,7,11,0,7,"[1305, 1308, 1309, 1311, 1313, 1314, 1316, 1318, 1320, 1321, 1323]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [4, 8], [5, 8], [5, 9], [6, 9], [6, 10], [6, 11], [7, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0]",1,8,7,90,7
3,3,model26,5,4,9,4,7,11,"[1310, 1313, 1317, 1320, 1323, 1326, 1330, 1333, 1336, 1339, 1343]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,4,7,0,10
4,4,model26,11,5,11,9,5,7,"[1318, 1325, 1331, 1337, 1342, 1348, 1353, 1357]","[(5, 7), [5, 8], [6, 8], [6, 9], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9]]","[(0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[1, 3]","[0, 0, 0, 0, 0, 0, 0, 0]",2,4,6,90,1
5,5,model26,5,11,9,11,7,3,"[1306, 1308, 1310, 1311, 1313, 1314, 1316, 1318, 1319, 1321]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,8,180,9
6,6,model26,4,4,4,10,11,7,"[1315, 1318, 1323, 1326, 1329, 1334, 1337, 1341, 1344, 1347, 1350, 1354]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5], [4, 5], [4, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,7,270,9
7,7,model26,4,1,10,1,7,7,"[1313, 1317, 1322, 1326, 1331, 1335, 1338, 1346, 1350]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [9, 1], [10, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,6,0,6
8,8,model26,2,4,2,10,10,7,"[1310, 1311, 1313, 1315, 1317, 1318, 1320, 1322, 1324, 1325, 1327, 1329, 1330]","[(10, 7), [9, 7], [8, 7], [7, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [3, 6], [3, 5], [2, 5], [2, 4]]","[(-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[9, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,6,8,270,11
9,9,model26,2,3,2,11,8,7,"[1313, 1315, 1317, 1319, 1320, 1322, 1323, 1326, 1327, 1329]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 6], [3, 5], [3, 4], [2, 4], [2, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, -1), (-1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",special,8,6,270,6
0,0,model32,4,9,10,9,7,1,"[1309, 1310, 1312, 1314, 1315, 1317, 1319, 1320, 1322, 1324, 1326, 1327, 1329]","[(7, 1), [7, 2], [8, 2], [8, 3], [8, 4], [8, 5], [8, 6], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [5, 9], [4, 9]]","[(0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]","[7, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",2,6,8,180,10
1,1,model32,3,10,11,10,7,2,"[1306, 1308, 1310, 1312, 1314, 1316, 1318, 1319, 1321, 1322, 1324, 1325]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [3, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,8,180,8
2,2,model32,3,4,3,10,10,7,"[1312, 1314, 1317, 1320, 1322, 1325, 1327, 1330, 1332, 1335, 1337, 1339]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 5], [4, 6], [4, 5], [3, 5], [3, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, 1), (0, -1), (-1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,7,270,7
3,3,model32,8,4,8,10,2,7,"[1306, 1308, 1310, 1311, 1313, 1314, 1316, 1318, 1319]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0)]",[8],"[0, 0, 0, 0, 0, 2, 2, 0, 0]",1,6,6,90,6
4,4,model32,7,5,7,9,0,7,"[1311, 1313, 1315, 1318, 1320, 1322, 1323, 1327, 1329]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,90,8
5,5,model32,5,12,9,12,7,6,"[1307, 1309, 1311, 1312, 1314, 1316, 1318, 1319, 1321, 1322]","[(7, 6), [6, 6], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [8, 12], [9, 12]]","[(-1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]","[2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",2,4,6,180,9
6,6,model32,3,2,11,2,7,8,"[1311, 1315, 1318, 1323, 1328, 1331, 1335, 1339, 1344, 1347]","[(7, 8), [7, 7], [6, 7], [6, 6], [6, 5], [6, 4], [5, 4], [5, 3], [4, 3], [4, 2], [3, 2]]","[(0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[2],"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1,8,6,0,6
7,7,model32,5,10,9,10,7,2,"[1308, 1310, 1311, 1313, 1315, 1316, 1321, 1323, 1325, 1327, 1329, 1330]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [8, 9], [8, 10], [9, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, -1), (0, 1), (1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,4,8,180,9
8,8,model32,12,3,12,11,5,7,"[1314, 1320, 1327, 1333, 1338, 1342, 1346, 1350, 1353, 1359, 1366, 1369, 1370]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [11, 9], [11, 10], [10, 10], [11, 10], [12, 10], [12, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (1, 0), (1, 0), (0, 1)]",[10],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 2]",1,8,7,90,7
9,9,model32,3,12,11,12,7,4,"[1315, 1320, 1325, 1332, 1337, 1346, 1349, 1352, 1355, 1358, 1361, 1364]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11], [5, 11], [4, 11], [4, 12], [3, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",special,8,8,180,8
0,0,model41,3,12,11,12,7,6,"[1324, 1330, 1336, 1341, 1343, 1345, 1348, 1350, 1353, 1356]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[6],"[0, 0, 0, 0, 0, 1, 2, 2, 2, 2]",1,8,6,180,6
1,1,model41,5,5,5,9,13,7,"[1311, 1314, 1318, 1322, 1325, 1329, 1332, 1336, 1340, 1343]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [6, 6], [5, 6], [5, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,8,270,10
2,2,model41,5,11,9,11,7,4,"[1306, 1307, 1309, 1313, 1318, 1325, 1331, 1336, 1341]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [8, 8], [8, 9], [8, 10], [8, 11], [9, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,7,180,9
3,3,model41,3,8,11,8,7,0,"[1319, 1324, 1332, 1335, 1338, 1341, 1344, 1348, 1351, 1354, 1357, 1360, 1363, 1365, 1367]","[(7, 0), [7, 1], [7, 0], [7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8]]","[(0, 1), (0, -1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[3, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",2,8,8,180,11
4,4,model41,4,0,10,0,7,7,"[1321, 1326, 1332, 1337, 1343, 1348, 1353, 1360, 1363, 1366]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [8, 1], [9, 1], [9, 0], [10, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,6,7,0,8
